,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value,causedeath.type,causedeath.value
10222,uri,http://www.wikidata.org/entity/Q66715771,en,literal,Allene MacPherson Goforth,literal,deafness,literal,
10223,uri,http://www.wikidata.org/entity/Q66773532,en,literal,Assia Uhanany,literal,deafness,literal,
10224,uri,http://www.wikidata.org/entity/Q66777082,en,literal,Enrico Pineda,literal,COVID-19,literal,
10225,uri,http://www.wikidata.org/entity/Q66777116,en,literal,Samier Tan,literal,COVID-19,literal,
10226,uri,http://www.wikidata.org/entity/Q66777137,en,literal,Henry Villarica,literal,COVID-19,literal,
10227,uri,http://www.wikidata.org/entity/Q66811318,en,literal,"Errol D. Toulon, Jr.",literal,"pancreatic cancer, Hodgkin lymphoma",literal,
10228,uri,http://www.wikidata.org/entity/Q66813026,en,literal,Tom Holdman,literal,stuttering,literal,
10229,uri,http://www.wikidata.org/entity/Q66828953,en,literal,Left at London,literal,"dissociative disorder not otherwise specified, borderline personality disorder, post-traumatic stress disorder, attention deficit hyperactivity disorder, autism",literal,
10230,uri,http://www.wikidata.org/entity/Q66926388,en,literal,Salih bin Abd al-Karim al-Ja'fari,literal,blindness,literal,
10231,uri,http://www.wikidata.org/entity/Q67038067,en,literal,Ahmad Qaftan,literal,deafness,literal,
10232,uri,http://www.wikidata.org/entity/Q67087201,en,literal,Audrey Noir,literal,Asperger syndrome,literal,
10233,uri,http://www.wikidata.org/entity/Q67135799,en,literal,Niko Arnautis,literal,COVID-19,literal,
10234,uri,http://www.wikidata.org/entity/Q67199563,en,literal,Virginie Delalande,literal,deafness,literal,
10235,uri,http://www.wikidata.org/entity/Q67452008,en,literal,Tom Stoltman,literal,"autism spectrum disorder, Asperger syndrome",literal,
10236,uri,http://www.wikidata.org/entity/Q67480081,en,literal,Han Tianqi,literal,COVID-19,literal,
10237,uri,http://www.wikidata.org/entity/Q67494733,en,literal,Kodi Lee,literal,"Optic nerve hypoplasia, autism, blindness, Addison's disease",literal,
10238,uri,http://www.wikidata.org/entity/Q67503298,en,literal,Kanon Shizaki,literal,COVID-19,literal,
10239,uri,http://www.wikidata.org/entity/Q67764289,en,literal,Fanni Illés,literal,scoliosis,literal,
10240,uri,http://www.wikidata.org/entity/Q67766947,en,literal,Evelin Szaraz,literal,cerebral palsy,literal,
10241,uri,http://www.wikidata.org/entity/Q67771778,en,literal,Carlotta Gilli,literal,Stargardt disease,literal,
10242,uri,http://www.wikidata.org/entity/Q67799512,en,literal,Michel Garcin,literal,neurodegeneration,literal,
10243,uri,http://www.wikidata.org/entity/Q67905079,en,literal,Xand van Tulleken,literal,"COVID-19, atrial fibrillation",literal,
10244,uri,http://www.wikidata.org/entity/Q68005618,en,literal,Dhana Kumari Bajracharya,literal,amenorrhea,literal,
10245,uri,http://www.wikidata.org/entity/Q68166131,en,literal,Giulia Terzi,literal,scoliosis,literal,
10246,uri,http://www.wikidata.org/entity/Q68204032,en,literal,Shoenice,literal,Crohn's disease,literal,
10247,uri,http://www.wikidata.org/entity/Q68493860,en,literal,Hassan Najm al-Bayati,literal,blindness,literal,
10248,uri,http://www.wikidata.org/entity/Q68593720,en,literal,Adriaan Slob,literal,concussion,literal,
10249,uri,http://www.wikidata.org/entity/Q68598342,en,literal,Hussein al-Basir al-Hilli,literal,blindness,literal,
10250,uri,http://www.wikidata.org/entity/Q69663294,en,literal,Carlos Cordón Núñez,literal,COVID-19,literal,
10251,uri,http://www.wikidata.org/entity/Q69686972,en,literal,Michael Ayed,literal,chronic thyroiditis,literal,
10252,uri,http://www.wikidata.org/entity/Q69935603,en,literal,André Ventura,literal,COVID-19,literal,
10253,uri,http://www.wikidata.org/entity/Q70036528,en,literal,Tyrone Carter,literal,COVID-19,literal,
10254,uri,http://www.wikidata.org/entity/Q70093563,en,literal,BrolyLegs,literal,"arthrogryposis, scoliosis",literal,
10255,uri,http://www.wikidata.org/entity/Q70184839,en,literal,Mirai Navrátil,literal,COVID-19,literal,
10256,uri,http://www.wikidata.org/entity/Q70211671,en,literal,Antonio Gandy-Golden,literal,COVID-19,literal,
10257,uri,http://www.wikidata.org/entity/Q70216084,en,literal,Mickaël Harpon,literal,deafness,literal,
10258,uri,http://www.wikidata.org/entity/Q70229386,en,literal,Stefanie Sherk,literal,mental depression,literal,
10259,uri,http://www.wikidata.org/entity/Q70248801,en,literal,Giulia De Lellis,literal,asthma,literal,
10260,uri,http://www.wikidata.org/entity/Q70448072,en,literal,Tristan Hebrard,literal,autism,literal,
10261,uri,http://www.wikidata.org/entity/Q70863302,en,literal,Elvina Vidot,literal,glaucoma,literal,
10262,uri,http://www.wikidata.org/entity/Q70872714,en,literal,Brigitte Brami,literal,"Orphan diseases, genetic disease",literal,
10263,uri,http://www.wikidata.org/entity/Q70879060,en,literal,Elizabeth Bond,literal,rheumatoid arthritis,literal,
10264,uri,http://www.wikidata.org/entity/Q70965063,en,literal,Karen Whitsett,literal,COVID-19,literal,
10265,uri,http://www.wikidata.org/entity/Q71016817,en,literal,Maher Mustafa al-Shahiri,literal,terminal illness,literal,
10266,uri,http://www.wikidata.org/entity/Q71203000,en,literal,Amy Karle,literal,Aplasia cutis congenita,literal,
10267,uri,http://www.wikidata.org/entity/Q71262869,en,literal,Marie-Laure Harel,literal,COVID-19,literal,
10268,uri,http://www.wikidata.org/entity/Q71391857,en,literal,Wim Braakensiek,literal,low vision,literal,
10269,uri,http://www.wikidata.org/entity/Q71533876,en,literal,Muhammad ibn Hamza al-Molla,literal,blindness,literal,
10270,uri,http://www.wikidata.org/entity/Q71610226,en,literal,Eshaan Akbar,literal,deafness,literal,
10271,uri,http://www.wikidata.org/entity/Q71632141,en,literal,"Yoon, wn-ho",literal,Asperger syndrome,literal,
10272,uri,http://www.wikidata.org/entity/Q71738384,en,literal,Albert Pomper,literal,blindness,literal,
10273,uri,http://www.wikidata.org/entity/Q71738445,en,literal,Henri Vink,literal,paralysis,literal,
10274,uri,http://www.wikidata.org/entity/Q72206332,en,literal,Nestor Forster,literal,COVID-19,literal,
10275,uri,http://www.wikidata.org/entity/Q72907340,en,literal,Ricardo Sanchez,literal,COVID-19,literal,
10276,uri,http://www.wikidata.org/entity/Q72988063,en,literal,Nuno Carvalho,literal,COVID-19,literal,
10277,uri,http://www.wikidata.org/entity/Q72993379,en,literal,Garry Thür,literal,COVID-19,literal,
10278,uri,http://www.wikidata.org/entity/Q73174172,en,literal,Ibrahim ibn Muhammad al-Attar,literal,blindness,literal,
10279,uri,http://www.wikidata.org/entity/Q73270363,en,literal,Zach Kornfeld,literal,ankylosing spondylitis,literal,
10280,uri,http://www.wikidata.org/entity/Q73503445,en,literal,H.L.J. Vanstiphout,literal,dementia,literal,
10281,uri,http://www.wikidata.org/entity/Q73511755,en,literal,Joseph Francis Clunk,literal,blindness,literal,
10282,uri,http://www.wikidata.org/entity/Q73531103,en,literal,Li Yingjie,literal,poliomyelitis,literal,
10283,uri,http://www.wikidata.org/entity/Q73617186,en,literal,Maria Climent,literal,multiple sclerosis,literal,
10284,uri,http://www.wikidata.org/entity/Q73790845,en,literal,Katharina Bauernschmidt,literal,paraplegia,literal,
10285,uri,http://www.wikidata.org/entity/Q74088577,en,literal,Molly Burke,literal,retinitis pigmentosa,literal,
10286,uri,http://www.wikidata.org/entity/Q74253767,en,literal,Kyra Harris Bolden,literal,COVID-19,literal,
10287,uri,http://www.wikidata.org/entity/Q74368139,en,literal,Humbert Willems,literal,leprosy,literal,
10288,uri,http://www.wikidata.org/entity/Q74561619,en,literal,August Feddersen,literal,cancer,literal,
10289,uri,http://www.wikidata.org/entity/Q74579105,en,literal,Carlos Hugo Fernández-Roca Suárez,literal,COVID-19,literal,
10290,uri,http://www.wikidata.org/entity/Q74579110,en,literal,Antonio Salvá Verd,literal,COVID-19,literal,
10291,uri,http://www.wikidata.org/entity/Q74579116,en,literal,Carlos Zambrano García-Raez,literal,COVID-19,literal,
10292,uri,http://www.wikidata.org/entity/Q74837032,en,literal,Sameeh Tbeileh,literal,COVID-19,literal,
10293,uri,http://www.wikidata.org/entity/Q74849175,en,literal,Daniel S. Goldman,literal,COVID-19,literal,
10294,uri,http://www.wikidata.org/entity/Q75036926,en,literal,Ida Korander,literal,von Economo's disease,literal,
10295,uri,http://www.wikidata.org/entity/Q75187803,en,literal,Pat Pope,literal,stroke,literal,
10296,uri,http://www.wikidata.org/entity/Q75248488,en,literal,Katherine Bowes-Lyon,literal,intellectual disability,literal,
10297,uri,http://www.wikidata.org/entity/Q75251053,en,literal,Nerissa Bowes-Lyon,literal,intellectual disability,literal,
10298,uri,http://www.wikidata.org/entity/Q75333142,en,literal,Lady Moyra Hamilton,literal,Alzheimer's disease,literal,
10299,uri,http://www.wikidata.org/entity/Q75358100,en,literal,Freda Hodgson,literal,COVID-19,literal,
10300,uri,http://www.wikidata.org/entity/Q75391317,en,literal,Princess Luise of Saxe-Weimar-Eisenach,literal,paraplegia,literal,
10301,uri,http://www.wikidata.org/entity/Q75441695,en,literal,George Brooksbank,literal,COVID-19,literal,
10302,uri,http://www.wikidata.org/entity/Q75624455,en,literal,Thaddeus Farrow,literal,paraplegia,literal,
10303,uri,http://www.wikidata.org/entity/Q75624453,en,literal,Quincy Farrow,literal,COVID-19,literal,
10304,uri,http://www.wikidata.org/entity/Q76393353,en,literal,Edmund Booth,literal,deafness,literal,
10305,uri,http://www.wikidata.org/entity/Q76450728,en,literal,Kate Osborne,literal,COVID-19,literal,
10306,uri,http://www.wikidata.org/entity/Q76500607,en,literal,LJ  Rich,literal,synesthesia,literal,
10307,uri,http://www.wikidata.org/entity/Q76570207,en,literal,Kelly Loeffler,literal,COVID-19,literal,
10308,uri,http://www.wikidata.org/entity/Q76656986,en,literal,Ana María Lajusticia,literal,type 2 diabetes,literal,
10309,uri,http://www.wikidata.org/entity/Q77329353,en,literal,Paloma Martín Martín,literal,COVID-19,literal,
10310,uri,http://www.wikidata.org/entity/Q77532224,en,literal,Nikki Lilly,literal,arteriovenous malformation,literal,
10311,uri,http://www.wikidata.org/entity/Q77652385,en,literal,Vardaan Arora,literal,obsessive-compulsive disorder,literal,
10312,uri,http://www.wikidata.org/entity/Q77773377,en,literal,Amy Roloff,literal,achondroplasia,literal,
10313,uri,http://www.wikidata.org/entity/Q77964785,en,literal,Odile Maurin,literal,"Ehlers-Danlos syndrome, Asperger syndrome",literal,
10314,uri,http://www.wikidata.org/entity/Q78061707,en,literal,Simon Villeneuve,literal,"allergy to horses, Localized epidermolysis bullosa simplex, ankle fracture, allergy to cats, malocclusion, Internet addiction disorder, astigmatism, myopia",literal,
10315,uri,http://www.wikidata.org/entity/Q78126138,en,literal,Lucy Edwards,literal,Bloch-Sulzberger syndrome,literal,
10316,uri,http://www.wikidata.org/entity/Q78173169,en,literal,Elisabeth Anderson Sierra,literal,Hyperlactation syndrome,literal,
10317,uri,http://www.wikidata.org/entity/Q78185837,en,literal,Claudio Pedrazzini,literal,COVID-19,literal,
10318,uri,http://www.wikidata.org/entity/Q78350239,en,literal,Reggie Bibbs,literal,neurofibromatosis type I,literal,
10319,uri,http://www.wikidata.org/entity/Q78482962,en,literal,Moustapha Naité,literal,COVID-19,literal,
10320,uri,http://www.wikidata.org/entity/Q78520143,en,literal,Clémence Botino,literal,COVID-19,literal,
10321,uri,http://www.wikidata.org/entity/Q78782476,en,literal,Jeff Shell,literal,COVID-19,literal,
10322,uri,http://www.wikidata.org/entity/Q79047862,en,literal,Isabelle Buhre,literal,Asperger syndrome,literal,
10323,uri,http://www.wikidata.org/entity/Q79047870,en,literal,Bronja Prazdny,literal,autism,literal,
10324,uri,http://www.wikidata.org/entity/Q79305395,en,literal,Alexander Tschugguel,literal,COVID-19,literal,
10325,uri,http://www.wikidata.org/entity/Q79364976,en,literal,Bob Thaine,literal,poliomyelitis,literal,
10326,uri,http://www.wikidata.org/entity/Q79393107,en,literal,Inka Nisinbaum,literal,cystic fibrosis,literal,
10327,uri,http://www.wikidata.org/entity/Q79678636,en,literal,William Jackson,literal,blindness,literal,
10328,uri,http://www.wikidata.org/entity/Q79801018,en,literal,Katarina Hahr,literal,blindness,literal,
10329,uri,http://www.wikidata.org/entity/Q80132907,en,literal,William Copeland,literal,"kidney failure, lymphoma, heart failure",literal,
10330,uri,http://www.wikidata.org/entity/Q80132997,en,literal,Jaime D. Junior,literal,cerebral palsy,literal,
10331,uri,http://www.wikidata.org/entity/Q81052462,en,literal,Felimon Santos Jr.,literal,COVID-19,literal,
10332,uri,http://www.wikidata.org/entity/Q81215462,en,literal,Holly Warland,literal,limb-girdle muscular dystrophy,literal,
10333,uri,http://www.wikidata.org/entity/Q81764994,en,literal,Beatriz Jiménez Linuesa,literal,COVID-19,literal,
10334,uri,http://www.wikidata.org/entity/Q82344988,en,literal,Tim-Thilo Fellmer,literal,dyslexia,literal,
10335,uri,http://www.wikidata.org/entity/Q83375533,en,literal,Olga Lyubimova,literal,COVID-19,literal,
10336,uri,http://www.wikidata.org/entity/Q83688427,en,literal,Lauren Cox,literal,type-1 diabetes,literal,
10337,uri,http://www.wikidata.org/entity/Q83715630,en,literal,Eva Claessens,literal,autism,literal,
10338,uri,http://www.wikidata.org/entity/Q83732624,en,literal,Viktor Vrabec,literal,chronic obstructive pulmonary disease,literal,
10339,uri,http://www.wikidata.org/entity/Q83751969,en,literal,Mike Fesi,literal,COVID-19,literal,
10340,uri,http://www.wikidata.org/entity/Q83874252,en,literal,Isabelle Axelsson,literal,autism,literal,
10341,uri,http://www.wikidata.org/entity/Q84061189,en,literal,Mary De Vera,literal,colorectal cancer,literal,
10342,uri,http://www.wikidata.org/entity/Q84100864,en,literal,Bianca Devins,literal,borderline personality disorder,literal,
10343,uri,http://www.wikidata.org/entity/Q84162828,en,literal,Luca Ekler,literal,cerebral palsy,literal,
10344,uri,http://www.wikidata.org/entity/Q84247209,en,literal,Daniel Maldini,literal,COVID-19,literal,
10345,uri,http://www.wikidata.org/entity/Q84265897,en,literal,Andreea Mogoș,literal,paraplegia,literal,
10346,uri,http://www.wikidata.org/entity/Q84326957,en,literal,Victoria Girling-Butcher,literal,Sjögren's syndrome,literal,
10347,uri,http://www.wikidata.org/entity/Q84486848,en,literal,Andrea Schouw-Naphegyi,literal,Stiff-Person syndrome,literal,
10348,uri,http://www.wikidata.org/entity/Q84563931,en,literal,Maureen van der Pligt,literal,pollen allergy,literal,
10349,uri,http://www.wikidata.org/entity/Q84722438,en,literal,Abdullah Sultan Alaryani,literal,paraplegia,literal,
10350,uri,http://www.wikidata.org/entity/Q84744364,en,literal,Muhammad ibn Uthman al-Shawi,literal,blindness,literal,
10351,uri,http://www.wikidata.org/entity/Q84953543,en,literal,Hanne Mathiassen,literal,Down syndrome,literal,
10352,uri,http://www.wikidata.org/entity/Q84978519,en,literal,Mohammed bin Fahad Al-Qahtani,literal,blindness,literal,
10353,uri,http://www.wikidata.org/entity/Q85042782,en,literal,Scott Hanselman,literal,diabetes,literal,
10354,uri,http://www.wikidata.org/entity/Q85085765,en,literal,Jérôme Béglé,literal,COVID-19,literal,
10355,uri,http://www.wikidata.org/entity/Q85591445,,literal,Q85591445,literal,blindness,literal,
10356,uri,http://www.wikidata.org/entity/Q85745984,en,literal,Lela Ceterová,literal,COVID-19,literal,
10357,uri,http://www.wikidata.org/entity/Q85765464,en,literal,Haider Ali,literal,COVID-19,literal,
10358,uri,http://www.wikidata.org/entity/Q85848333,en,literal,Zuster Lambertine,literal,leprosy,literal,
10359,uri,http://www.wikidata.org/entity/Q85854630,en,literal,José Carlos Saldanha,literal,hepatitis C,literal,
10360,uri,http://www.wikidata.org/entity/Q85882549,en,literal,Wang Guangfa,literal,COVID-19,literal,
10361,uri,http://www.wikidata.org/entity/Q85939141,en,literal,Val Broeksmit,literal,addiction,literal,
10362,uri,http://www.wikidata.org/entity/Q85974530,en,literal,Hajiji Noor,literal,COVID-19,literal,
10363,uri,http://www.wikidata.org/entity/Q85981723,en,literal,Anna Friman,literal,blindness,literal,
10364,uri,http://www.wikidata.org/entity/Q86359645,en,literal,Iraj Harirchi,literal,COVID-19,literal,
10365,uri,http://www.wikidata.org/entity/Q86480691,en,literal,Clementina Vélez,literal,"breast cancer, myocardial infarction",literal,
10366,uri,http://www.wikidata.org/entity/Q86629179,en,literal,William Cullum,literal,human immunodeficiency virus infectious disease,literal,
10367,uri,http://www.wikidata.org/entity/Q86715481,en,literal,Nuno Nabian,literal,COVID-19,literal,
10368,uri,http://www.wikidata.org/entity/Q86875742,en,literal,Nancer LeMoins,literal,human immunodeficiency virus infectious disease,literal,
10369,uri,http://www.wikidata.org/entity/Q86877910,en,literal,Joyce McDonald,literal,human immunodeficiency virus infectious disease,literal,
10370,uri,http://www.wikidata.org/entity/Q86878331,en,literal,Luna Luis Ortiz,literal,human immunodeficiency virus infectious disease,literal,
10371,uri,http://www.wikidata.org/entity/Q86919358,en,literal,Cindy Amaiza,literal,human immunodeficiency virus infectious disease,literal,
10372,uri,http://www.wikidata.org/entity/Q86950490,en,literal,Alain-Marcel Vauthier,literal,cancer,literal,
10373,uri,http://www.wikidata.org/entity/Q87262214,en,literal,Samantha Stein,literal,autism,literal,
10374,uri,http://www.wikidata.org/entity/Q87414415,en,literal,Graça Freitas,literal,COVID-19,literal,
10375,uri,http://www.wikidata.org/entity/Q87483757,en,literal,Richard A. Curry,literal,COVID-19,literal,
10376,uri,http://www.wikidata.org/entity/Q87504352,en,literal,Rick Cotton,literal,COVID-19,literal,
10377,uri,http://www.wikidata.org/entity/Q87564460,en,literal,Jarmila Rážová,literal,COVID-19,literal,
10378,uri,http://www.wikidata.org/entity/Q87576674,en,literal,Fabio Wajngarten,literal,COVID-19,literal,
10379,uri,http://www.wikidata.org/entity/Q87602468,en,literal,Ana Vega Campos,literal,COVID-19,literal,
10380,uri,http://www.wikidata.org/entity/Q87697632,en,literal,Chen Beiyang,literal,COVID-19,literal,
10381,uri,http://www.wikidata.org/entity/Q87703284,en,literal,Huang Mouhong,literal,COVID-19,literal,
10382,uri,http://www.wikidata.org/entity/Q87725767,en,literal,Hisham Hamdan,literal,COVID-19,literal,
10383,uri,http://www.wikidata.org/entity/Q87737031,en,literal,Qadri Abu Bakr,literal,COVID-19,literal,
10384,uri,http://www.wikidata.org/entity/Q87775098,en,literal,Merc Fenn Wolfmoor,literal,"anxiety disorder, attention deficit hyperactivity disorder, major depressive disorder, autism",literal,
10385,uri,http://www.wikidata.org/entity/Q87866217,en,literal,Mari Katayama,literal,oligodactyly,literal,
10386,uri,http://www.wikidata.org/entity/Q87923605,en,literal,Dominique Blanc,literal,COVID-19,literal,
10387,uri,http://www.wikidata.org/entity/Q87990699,en,literal,Acacia Bandubola Mbongo,literal,COVID-19,literal,
10388,uri,http://www.wikidata.org/entity/Q88010887,en,literal,Angelika Kausche,literal,COVID-19,literal,
10389,uri,http://www.wikidata.org/entity/Q88059648,en,literal,Ofèlia Gimeno Forner,literal,COVID-19,literal,
10390,uri,http://www.wikidata.org/entity/Q88073834,en,literal,Jakob Tage Ramlyng,literal,COVID-19,literal,
10391,uri,http://www.wikidata.org/entity/Q88090268,en,literal,Jean-Paul Hamon,literal,COVID-19,literal,
10392,uri,http://www.wikidata.org/entity/Q88243082,en,literal,Sarah Houbolt,literal,Hallermann-Streiff syndrome,literal,
10393,uri,http://www.wikidata.org/entity/Q88243166,en,literal,Darvinson Rojas,literal,COVID-19,literal,
10394,uri,http://www.wikidata.org/entity/Q88311447,en,literal,Oumarou Idani,literal,COVID-19,literal,
10395,uri,http://www.wikidata.org/entity/Q88312064,en,literal,Siméon Sawadogo,literal,COVID-19,literal,
10396,uri,http://www.wikidata.org/entity/Q88325026,en,literal,James Harkin,literal,aphantasia,literal,
10397,uri,http://www.wikidata.org/entity/Q88388681,en,literal,Ernst Tourniaire,literal,deafness,literal,
10398,uri,http://www.wikidata.org/entity/Q88463634,en,literal,Zafar Mirza,literal,COVID-19,literal,
10399,uri,http://www.wikidata.org/entity/Q88619738,en,literal,Jason Lowe,literal,COVID-19,literal,
10400,uri,http://www.wikidata.org/entity/Q88620080,en,literal,Paul Rosino,literal,COVID-19,literal,
10401,uri,http://www.wikidata.org/entity/Q88627924,en,literal,Jorge Alcibíades García Lara,literal,COVID-19,literal,
10402,uri,http://www.wikidata.org/entity/Q88805863,en,literal,Adrian Nicolae David,literal,COVID-19,literal,
10403,uri,http://www.wikidata.org/entity/Q88856505,en,literal,Daren Bland,literal,coronavirus disease,literal,
10404,uri,http://www.wikidata.org/entity/Q88861651,en,literal,55-year-old individual from Hubei province in China,literal,COVID-19,literal,
10405,uri,http://www.wikidata.org/entity/Q88862996,en,literal,35-year-old man reported in Snohomish County Washington,literal,coronavirus disease,literal,
10406,uri,http://www.wikidata.org/entity/Q88927224,en,literal,Richard C. Irvin,literal,COVID-19,literal,
10407,uri,http://www.wikidata.org/entity/Q88996313,en,literal,María Libier González Anaya,literal,COVID-19,literal,
10408,uri,http://www.wikidata.org/entity/Q89000319,en,literal,Vincent Dabilgou,literal,COVID-19,literal,
10409,uri,http://www.wikidata.org/entity/Q89085221,en,literal,Kelvin Miles,literal,COVID-19,literal,
10410,uri,http://www.wikidata.org/entity/Q89096015,en,literal,Yves Dutercq,literal,COVID-19,literal,
10411,uri,http://www.wikidata.org/entity/Q89101311,en,literal,Betty Dorsey,literal,Parkinson's disease,literal,
10412,uri,http://www.wikidata.org/entity/Q89197302,en,literal,Brett Elliott Crozier,literal,COVID-19,literal,
10413,uri,http://www.wikidata.org/entity/Q89225001,,literal,Q89225001,literal,blindness,literal,
10414,uri,http://www.wikidata.org/entity/Q89272144,en,literal,Ted James,literal,COVID-19,literal,
10415,uri,http://www.wikidata.org/entity/Q89277323,en,literal,JaviOliveira,literal,Crohn's disease,literal,
10416,uri,http://www.wikidata.org/entity/Q89343978,en,literal,Greta Streimikyte,literal,low vision,literal,
10417,uri,http://www.wikidata.org/entity/Q89358651,en,literal,Tedy Necula,literal,tetraplegia,literal,
10418,uri,http://www.wikidata.org/entity/Q89468030,en,literal,Judit Rolo Marichal,literal,hypochondroplasia,literal,
10419,uri,http://www.wikidata.org/entity/Q89470912,en,literal,María José Fuster-Ruiz de Apodaca,literal,human immunodeficiency virus infectious disease,literal,
10420,uri,http://www.wikidata.org/entity/Q89497664,en,literal,Xavier Gómez,literal,COVID-19,literal,
10421,uri,http://www.wikidata.org/entity/Q89498166,en,literal,Paco Asan,literal,COVID-19,literal,
10422,uri,http://www.wikidata.org/entity/Q89498669,en,literal,Kléber Falcón,literal,COVID-19,literal,
10423,uri,http://www.wikidata.org/entity/Q89592282,,literal,Q89592282,literal,COVID-19,literal,
10424,uri,http://www.wikidata.org/entity/Q89663882,en,literal,Sarra Gilbert,literal,"schizophrenia, mental disorder",literal,
10425,uri,http://www.wikidata.org/entity/Q89669116,en,literal,Francesco Rubino,literal,deafness,literal,
10426,uri,http://www.wikidata.org/entity/Q89792760,en,literal,Abdul Rahman Hamad,literal,COVID-19,literal,
10427,uri,http://www.wikidata.org/entity/Q89793116,en,literal,Jean Truchon,literal,tetraplegia,literal,
10428,uri,http://www.wikidata.org/entity/Q90025550,en,literal,Hiroaki Fujiwara,literal,COVID-19,literal,
10429,uri,http://www.wikidata.org/entity/Q90025951,en,literal,Marisa Mandrioli,literal,glaucoma,literal,
10430,uri,http://www.wikidata.org/entity/Q90139818,en,literal,Arnold Vargas,literal,COVID-19,literal,
10431,uri,http://www.wikidata.org/entity/Q90187596,en,literal,Rajibandari Nishii,literal,COVID-19,literal,
10432,uri,http://www.wikidata.org/entity/Q90695673,en,literal,Todd Chrisley,literal,COVID-19,literal,
10433,uri,http://www.wikidata.org/entity/Q90817207,en,literal,Tadzio Müller,literal,human immunodeficiency virus infectious disease,literal,
10434,uri,http://www.wikidata.org/entity/Q90820356,en,literal,Malek Baayou,literal,COVID-19,literal,
10435,uri,http://www.wikidata.org/entity/Q91015423,en,literal,José Santos Colmenarez,literal,stroke,literal,
10436,uri,http://www.wikidata.org/entity/Q91212598,en,literal,Sophie Desmarais,literal,anorexia nervosa,literal,
10437,uri,http://www.wikidata.org/entity/Q91333787,en,literal,Bernard Gonzalez,literal,COVID-19,literal,
10438,uri,http://www.wikidata.org/entity/Q91435747,en,literal,Martin Douglas,literal,COVID-19,literal,
10439,uri,http://www.wikidata.org/entity/Q91439387,en,literal,Liu Ouqing,literal,COVID-19,literal,
10440,uri,http://www.wikidata.org/entity/Q91443012,en,literal,Tarlach MacNiallais,literal,COVID-19,literal,
10441,uri,http://www.wikidata.org/entity/Q91939357,en,literal,Puteri Norlisa Najib,literal,cancer,literal,
10442,uri,http://www.wikidata.org/entity/Q92222297,en,literal,Lorna Breen,literal,COVID-19,literal,
10443,uri,http://www.wikidata.org/entity/Q92312583,en,literal,Audrey Whitlock,literal,COVID-19,literal,
10444,uri,http://www.wikidata.org/entity/Q92589223,en,literal,Sally Maaz,literal,"COVID-19, congenital heart disease",literal,
10445,uri,http://www.wikidata.org/entity/Q92595059,en,literal,"Henry Thomas Mitchell, Jr.",literal,blindness,literal,
10446,uri,http://www.wikidata.org/entity/Q92887673,en,literal,Juliet Daly,literal,COVID-19,literal,
10447,uri,http://www.wikidata.org/entity/Q92938669,en,literal,Lois Kittson,literal,"epilepsy, Alzheimer's disease",literal,
10448,uri,http://www.wikidata.org/entity/Q93018257,en,literal,Tomoyuki Johnson,literal,chronic myeloid leukemia,literal,
10449,uri,http://www.wikidata.org/entity/Q93058763,en,literal,Anoop Maheshwari,literal,COVID-19,literal,
10450,uri,http://www.wikidata.org/entity/Q93094638,en,literal,Javi Guerrero,literal,ictus,literal,
10451,uri,http://www.wikidata.org/entity/Q93322950,en,literal,Laurent Panis,literal,COVID-19,literal,
10452,uri,http://www.wikidata.org/entity/Q93445242,en,literal,Aziza Harun,literal,female infertility,literal,
10453,uri,http://www.wikidata.org/entity/Q93928958,en,literal,Faisal Bulaybul,literal,cerebral infarction,literal,
10454,uri,http://www.wikidata.org/entity/Q94174109,en,literal,Muhammad Abd al-Hadw,literal,blindness,literal,
10455,uri,http://www.wikidata.org/entity/Q94187325,en,literal,Harumichi Saito,literal,sensorineural hearing loss,literal,
10456,uri,http://www.wikidata.org/entity/Q94413012,en,literal,Gregory L. Blackstock,literal,"autistic savant, autism",literal,
10457,uri,http://www.wikidata.org/entity/Q94440707,en,literal,Ann McBride Norton,literal,Alzheimer's disease,literal,
10458,uri,http://www.wikidata.org/entity/Q94621196,en,literal,Howard McKinley Corning,literal,rheumatic fever,literal,
10459,uri,http://www.wikidata.org/entity/Q94634690,en,literal,Maria Branyas Morera,literal,"COVID-19, 1918-1920 flu pandemic",literal,
10460,uri,http://www.wikidata.org/entity/Q94635558,en,literal,Sue A. Lafky,literal,brain cancer,literal,
10461,uri,http://www.wikidata.org/entity/Q94649819,en,literal,Morrison Heady,literal,deafblindness,literal,
10462,uri,http://www.wikidata.org/entity/Q94658145,en,literal,Joan M. Drury,literal,"kidney disease, anemia",literal,
10463,uri,http://www.wikidata.org/entity/Q94699973,en,literal,Thedra Cullar-Ledford,literal,breast cancer,literal,
10464,uri,http://www.wikidata.org/entity/Q94840899,en,literal,Robert Klopstock,literal,tuberculosis,literal,
10465,uri,http://www.wikidata.org/entity/Q94862752,en,literal,Wilhelm Petri,literal,cancer,literal,
10466,uri,http://www.wikidata.org/entity/Q94993504,en,literal,Daniel Wakeford,literal,autism,literal,
10467,uri,http://www.wikidata.org/entity/Q95148443,en,literal,Hamdu al-Nasser al-Asamm,literal,deafness,literal,
10468,uri,http://www.wikidata.org/entity/Q95181941,en,literal,Denisa Pfauserová,literal,COVID-19,literal,
10469,uri,http://www.wikidata.org/entity/Q95335027,en,literal,Pavla Svrčinová,literal,COVID-19,literal,
